frame,angle_0,angle_1,angle_2,angle_3,angle_4,angle_5,angle_6,angle_7,angle_8,angle_9
166,53.6699590443462,57.54383492871285,162.44999636933264,165.3177234908585,81.85136208573651,96.75715586641984,98.65853493147733,114.22398141092694,139.29409293430706,135.96502395205826
167,53.37215494914382,57.55400369084904,162.12994283635157,165.4443386174763,90.78299363918711,100.39429993366431,107.64556167266221,119.11190192549711,142.71532510715602,137.81672294841545
168,52.94013299405696,56.62483633114335,161.70731587144434,165.66403910924925,92.13338795305219,102.84625811177678,114.14078291697047,121.25441426940054,141.88291716277428,138.41778886183388
169,52.91914498757587,56.22262403714138,161.57378565146837,165.343458079264,101.01002230064978,109.06652399200811,126.35917248707676,131.18885223786677,141.6224001084338,137.51017942573725
170,53.07703211415203,56.985147607009814,161.54239728061134,164.5316729525512,110.52852617330917,112.37565725492897,136.714116155623,136.3357542287259,137.29403288236202,139.6782217719346
171,53.47873462116427,56.6321372728999,161.9597618679488,164.23059711041984,119.00080207835899,113.43632699052596,150.4601063060708,140.56261254363793,142.91451240745698,133.6355969355455
172,52.57140747579718,54.775008384779134,162.4817845321324,164.42390688291704,127.2565531624589,101.9759758395084,160.8759796430085,107.30386256708283,147.02010514874223,128.02694020932572
173,52.493363522540555,53.737348008542874,162.68094706610145,165.4671851909558,129.57427031407303,96.43475448704119,163.81373728512335,103.37885758260575,146.1672393013399,146.9720173633921
174,52.316983261440015,52.888267572940684,162.79946903739432,165.86355133674317,131.0464257802827,93.68125202967248,161.85695107698902,101.47133682474055,143.0333058498675,150.2889989412286
175,52.3167090059293,53.13842323470545,162.73212399020227,165.65213624083154,128.84447813132644,90.50115785325848,153.52271350024597,101.57170469843464,145.29542378999784,154.132455880841
176,52.83112396695003,52.74366251939269,162.9991809675602,164.3989879433711,126.92870204418163,94.24336403146519,148.62106064588363,105.9340296387272,150.39112093572012,152.500408894218
177,53.3998966439563,53.73375928478954,163.0785689146787,163.4223143006657,124.54744801030792,115.99208425107066,144.19543817918947,133.2213621453297,151.7536578260202,149.6631433794517
178,54.39258835108339,55.56778396228294,163.8971365800606,163.16553096497879,117.4203566485742,116.01907497855646,130.155397699933,136.82812342627034,144.97390471896247,146.06066397367562
179,54.54376268220134,56.10399313704938,164.20316093255352,163.5403080241278,111.75507101826268,112.4548622612004,120.27141702080519,138.85452203096133,143.34253957021144,159.914780079113
180,54.41813210402766,55.101514448104545,164.304215318441,163.75312063176708,106.31739222362678,111.78401099696929,115.27467530574208,130.95518896492237,144.48247517038726,153.6308930788622
181,54.26063958315878,55.898962743467955,164.03053193593897,164.8771855705448,97.79864126227226,98.25306306133311,106.25191260717114,112.37185057586169,150.70094585642423,146.28011176465736
182,54.03294418725501,56.98315391575072,163.73405483927706,165.26843183701112,88.10747910688555,104.61793968988597,99.0215151928304,115.41148354052021,145.45367998966734,141.0588885853427
183,53.74808432219501,57.05743656913383,163.4248854242026,165.8589391665987,81.54392556224298,105.20604291131113,95.83707239650295,117.27610587203239,135.92857338404795,141.4214143342409
184,53.454615383076515,57.44997280828367,163.54971906137644,166.61156746721485,82.82035586885462,104.73649173367996,100.73150034162853,120.56778071143421,140.53604667565705,134.27881830536464
185,53.40461070566108,57.688019135237255,163.49789065259736,167.05778262826317,88.98465743654687,100.37151391553022,109.14217561852871,120.58183894360403,139.1280053009119,126.1373839636696
186,53.525707353037035,57.27353720857583,162.87999736292733,166.5913539184922,91.23876156390996,101.50340048969683,115.74932034630743,123.38197821080584,140.44745649259434,135.61543852590043
187,53.58438291398663,56.84567676139618,162.88896756855576,165.55795749022383,102.22369071712228,107.88358712449529,127.92099784664751,132.37623682876244,138.1186363386338,146.78752647225085
188,53.8127159595737,57.0337148787403,162.98711297839273,165.15833210700737,110.91442537499664,111.40629947885392,139.09757144920792,134.46209638130443,141.79227979352413,140.7487668070402
189,54.412057812003425,56.047353444292625,163.59994088748957,164.23457438026367,119.49986096702979,110.58357345668081,152.45117859065257,140.97956805388677,144.15913292402627,142.14743612228534
190,53.99244925141756,55.26264214587533,163.87661187564822,165.6021584209366,126.10500831252585,101.32336131721982,160.6608662390955,114.80255030259954,152.05073407484596,154.94352304719774
191,53.650537186074786,53.61250390282651,164.12159167043626,166.13315888704682,130.2963931873576,97.52355786782704,164.12068357104755,104.31443132681616,144.8884850049399,156.4798190703963
192,53.58368330796699,52.20272118941891,163.8466024569836,166.5273011190966,130.83648952446913,93.90933598165343,161.52526573498884,101.77443641000178,143.69297425859568,157.50107164983635
193,53.80791722910234,51.75896141752094,163.42419291477506,166.28387654046085,129.39575485548968,93.59052091150399,154.3055585721084,105.1059524766161,147.9033888226709,156.80545853031634
194,53.84856710957626,52.21756892375901,163.27886482927212,164.6942647325542,127.03509756917548,95.06939407334997,149.49032476044206,107.97042433348003,147.74229479454291,152.7995652504207
195,54.366162199899016,53.019956237560876,163.25530655415776,164.40298270250787,120.14743386695284,118.70345071157685,137.71145513516356,139.62472431376708,148.03958017073654,154.67992263047637
196,54.62114928044183,54.14079979065361,163.91080484701033,164.01746913403522,114.80644442954971,117.17539947621543,125.57913904757194,138.1237391727165,143.17390945773943,152.04635269780698
197,54.782555420757056,54.50351423938287,164.40090392955815,162.89430797105598,111.12797313103694,113.79321833864256,117.43352239746292,137.85482355062913,146.0233514513208,160.50673945846117
198,55.14232258006314,54.71590436130044,164.3153650601249,163.2127902250711,104.44341212121273,113.32615608364424,112.85946958362757,126.44320596029505,142.38944000406423,150.24251107822138
199,54.85650445863023,54.965417423729114,164.1041287225129,163.95605094733313,95.71877171397054,109.53408585511794,103.9594674474614,117.51850710403266,136.8832662350063,140.3917563299259
200,53.99354594460087,55.448271794512934,163.42151962881238,164.1938339605975,86.62446545376312,108.64802004154713,96.45477074337077,118.57559557441124,140.09909404076694,139.17180285559184
201,53.342296724806936,55.5211831512402,163.00424885167445,164.21811236192463,80.88185961287175,91.19514896402933,95.61085269764607,104.90310115907633,143.92268830954785,134.3707020920199
202,52.47719795087928,56.42531272712798,162.45289800996025,164.4378520492539,82.7780873115414,94.62151171314584,101.65703318205914,114.04312903411832,143.51970158485278,129.97106161024425
203,51.97952434483631,56.58149496598486,162.57006783801737,164.4789005335957,91.69517834532945,98.42388713189433,110.66585523240983,119.03497500599596,142.9152176467732,135.54397211060413
204,51.519020150193235,55.68744350824947,162.38715923288018,164.62423340976588,98.85617328900416,106.9647319203145,121.1325238432361,131.71669233719518,148.0541800403931,143.53081059702316
205,52.232210662012456,55.95002715125744,162.77122119269623,164.07107428085294,109.31038630255406,108.91072840688723,133.04381055984706,132.88435221739678,127.67466424795498,143.98459964924405
206,52.60435792086794,55.14693669098745,162.68659693680743,162.59426079125495,116.16279215460138,110.35772590374455,145.24999425468314,137.67652582995842,141.9131894445868,137.35104376401227
207,53.009190678922835,53.79269873321466,162.75091749246758,162.28039981999697,125.03856004807555,107.0723651571758,156.5314764478278,128.21706119268956,151.4745575549722,130.23273863189252
208,52.3322459361642,51.85099391457109,163.01523332261502,163.04891037210825,129.2760768243089,98.13722073027122,161.64337178550676,105.89173729397118,154.03417600567656,149.73345445363867
209,51.95234967048005,50.26979477657842,163.1146590878552,163.3750544589148,132.9296013047914,94.05112695212449,162.96856233238555,98.8783013664509,142.10809710211853,149.03156848600523
210,51.995325983063445,50.47753718388213,164.00629441016304,163.1453858126879,132.23275234278833,91.13419578633545,157.270684278847,98.9112513717435,140.09497043283122,149.6491691581797
211,52.239837790452974,51.48079721628862,164.2856756195034,162.89253885411534,132.9507674401606,91.74249288645056,154.30713824356246,103.66089531818676,145.61815114899002,152.58703831624666
212,52.490181209108314,52.73450764594612,164.67516417005947,160.93764017205064,128.97234962445185,115.4563518008594,146.46309181607887,130.87073730131956,147.06980659984853,150.7064243735341
213,52.97880868250944,53.78892974711838,164.72050726787327,160.39360956984083,122.37518146054414,115.50633567894248,133.91494144497412,138.76944678186564,146.68091469882944,155.60853146420558
214,53.406824700813075,55.27564760398496,164.9063052140643,161.34434231217847,115.93303921949247,114.36024590446257,121.93422743629904,144.32629484801052,140.91650372385632,160.5228146367891
215,53.3122452321221,55.02562320766773,164.63992401757605,161.53840220907625,110.11561070494314,114.32203863142928,114.33259860096311,139.30253424456453,143.68035500122443,153.03506342316226
216,53.22291867150821,55.10944510233694,164.08340705707914,162.00222081532453,101.43079700366826,104.66405207191862,106.5400512002202,118.68733177429638,142.97828282492176,152.9921996773015
217,53.003611276336095,55.515649945337394,163.2682658281417,163.29880219925388,92.2623145672922,105.16394256147852,99.7499189051021,114.07903874467493,142.2077189530069,134.76845260744534
218,52.68600409836259,55.73703101310707,163.30746799435946,163.83141964373195,82.62571666816643,89.41040814957866,95.1296340761782,103.02449403238512,141.44911250229595,142.6136207474357
219,54.12562539594718,54.65347619687116,163.22705266783916,163.552079131505,92.2103247632315,119.6518787735181,105.74052942700516,134.35587170959826,140.38212223282838,147.43444684736153
220,54.68753993057361,54.94949692208183,163.7101993830551,165.11156592553954,100.35885587455275,118.81781805767837,118.15098407052781,133.90891702680904,144.09024702995805,146.27778385844084
221,56.470660852288255,55.34767118141957,165.09590630038045,166.20634912102392,102.38031518322602,118.22146023412883,126.64403001986042,132.29353200271424,140.54964191972869,142.95497866857647
222,56.43284574669926,55.40065421210776,165.2934041980872,166.24259718299075,103.67873842663347,121.00832363664404,127.66442793530283,135.46194478124815,142.41209100858683,143.50028389832318
223,56.5875567029789,55.467550012402114,165.52336335247782,164.90667217423515,104.67753820231589,119.90303731983383,131.23266975942568,134.2780470271871,141.51675952040372,142.40169313630295
224,56.76342692127376,56.03204264743655,166.17575299203,164.52115121614003,105.58130935569595,118.5523808243786,131.17505148466665,132.26568244783707,141.98597674917806,142.51224994486284
225,56.614908740117585,56.05881802516086,166.68512622246084,164.8753334284135,105.81777096195711,117.7749379996462,130.09472990754017,131.22466049432057,141.93087619745094,143.69476260507597
226,56.29967031966187,56.275197625632146,166.5771847929765,165.39280626066878,105.69451751412959,116.97989873878525,129.2653055481156,129.22280568783455,141.81993480107687,144.66970013431273
227,56.27949266332847,56.29065020733045,166.94935720440498,165.88401743740243,105.96086386156595,118.42671756737438,129.74322591541065,130.8224956944977,141.57420382147305,143.86866559952182
228,55.608789677478505,56.212075610150166,167.05618800476384,165.52830538137255,106.61596259778747,118.66305983856185,129.95664637090746,131.5161937441627,141.38734920744918,143.41246169361756
229,54.98617495929056,56.21301670564429,167.10642346634302,165.48084405256898,107.5725747297706,118.26973648496896,128.45873256687725,131.70000834443587,142.69000462513188,144.26896290364607
230,54.74911053001586,56.165707208813224,167.04869444512707,165.25729123224863,107.9301589473802,118.44656182388532,127.46370313606508,131.99894807717257,144.8673456102878,144.36030810029897
